external_id,created_at,status,subject,description,closed_at,channel,category,module,priority,author_role,assignee,tags,conversation
SM-1043,2026-01-06T14:39:46,resolved,Скоринг возвращает другой балл,Один и тот же клиент даёт разный балл при пересчёте.,2026-01-06T20:39:46,phone,Скоринг,Скоринг,high,support_l1,infrastructure,баг,"[{""author_role"": ""external_user"", ""content"": ""Один и тот же клиент даёт разный балл при пересчёте."", ""created_at"": ""2026-01-06T14:39:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Здравствуйте! Подскажите, пожалуйста, текст ошибки и шаги воспроизведения."", ""created_at"": ""2026-01-06T15:02:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Воспроизвели — проблема в кэше БКИ."", ""created_at"": ""2026-01-06T15:44:46"", ""is_internal"": false}, {""author_role"": ""external_user"", ""content"": ""Завели задачу на 2-ю линию."", ""created_at"": ""2026-01-06T17:04:46"", ""is_internal"": false}]"
SM-1044,2025-11-16T18:39:46,resolved,Не отправляется уведомление по СМС,Клиент не получил СМС об одобрении заявки ЗПК-67279295.,2025-11-19T17:39:46,email,Интеграции,Интеграции,,underwriter,L2_analyst,"смс,уведомления","[{""author_role"": ""external_user"", ""content"": ""Клиент не получил СМС об одобрении заявки ЗПК-67279295."", ""created_at"": ""2025-11-16T18:39:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Принято в работу. Попробуйте обновить страницу и повторить операцию."", ""created_at"": ""2025-11-16T19:03:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Проверили — провайдер вернул rejected (битый номер)."", ""created_at"": ""2025-11-16T21:14:46"", ""is_internal"": false}, {""author_role"": ""external_user"", ""content"": ""Попросили клиента подтвердить номер +7 (812) 523-53-68."", ""created_at"": ""2025-11-16T21:41:46"", ""is_internal"": false}]"
SM-1045,2025-12-15T04:39:46,closed,Не отображается история обращений клиента,В карточке клиента в АУ-модуле пустая история.,2025-12-18T04:39:46,email,Андеррайтинг,Андеррайтинг,high,underwriter,L2_dev,"кэш,история","[{""author_role"": ""external_user"", ""content"": ""В карточке клиента в АУ-модуле пустая история."", ""created_at"": ""2025-12-15T04:39:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Здравствуйте! Подскажите, пожалуйста, текст ошибки и шаги воспроизведения."", ""created_at"": ""2025-12-15T05:45:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Кэш на стороне приложения. Нажали «Обновить» — данные пришли."", ""created_at"": ""2025-12-15T09:31:46"", ""is_internal"": false}]"
SM-1046,2025-11-26T23:39:46,closed,Не отправляется решение клиенту,Кнопка «Отправить» возвращает 500 при отправке решения.,2025-11-28T10:39:46,sm,Решение,Решение,high,manager,L2_dev,"отправка,решение","[{""author_role"": ""external_user"", ""content"": ""Кнопка «Отправить» возвращает 500 при отправке решения."", ""created_at"": ""2025-11-26T23:39:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Здравствуйте! Подскажите, пожалуйста, текст ошибки и шаги воспроизведения."", ""created_at"": ""2025-11-27T00:51:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Истёк сертификат email-шлюза."", ""created_at"": ""2025-11-27T02:37:46"", ""is_internal"": false}, {""author_role"": ""external_user"", ""content"": ""Обновили — заработало."", ""created_at"": ""2025-11-27T04:34:46"", ""is_internal"": false}]"
SM-1047,2026-04-05T16:39:46,open,БКИ не отвечает,При запросе истории заёмщика 504 от внешнего сервиса БКИ.,,email,Интеграции,Интеграции,critical,external_user,,"бки,таймаут",
SM-1048,2026-04-30T21:39:46,cancelled,Электронная подпись не принимается,PDF с подписью банка ВТБ отклоняется системой.,,phone,Документы,Документы,high,underwriter,,"подпись,сертификат",
SM-1049,2026-04-25T11:39:46,resolved,Ошибка при выгрузке отчёта по заявкам,При экспорте за месяц Excel падает с ошибкой.,2026-04-27T18:39:46,sm,Андеррайтинг,Андеррайтинг,,manager,support_l2,"отчёт,экспорт","[{""author_role"": ""external_user"", ""content"": ""При экспорте за месяц Excel падает с ошибкой."", ""created_at"": ""2026-04-25T11:39:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Принято в работу. Попробуйте обновить страницу и повторить операцию."", ""created_at"": ""2026-04-25T12:35:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Превышение лимита строк. Разбили по неделям."", ""created_at"": ""2026-04-25T13:05:46"", ""is_internal"": false}]"
SM-1050,2026-03-26T10:39:46,closed,Не загружается выписка PDF,"Клиент Сидоров Алексей Иванович (тел. +7 (812) 362-35-32) пытается загрузить выписку PDF 10 МБ, получает ошибку валидации.",2026-03-28T07:39:46,sm,Документы,Документы,high,manager,support_l2,"загрузка,выписка,pdf",
SM-1051,2026-03-05T03:39:46,resolved,Не отправляется уведомление по СМС,Клиент не получил СМС об одобрении заявки КЗ-89736043.,2026-03-05T11:39:46,sm,Интеграции,Интеграции,,external_user,support_l2,"смс,уведомления","[{""author_role"": ""external_user"", ""content"": ""Клиент не получил СМС об одобрении заявки КЗ-89736043."", ""created_at"": ""2026-03-05T03:39:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Принято в работу. Попробуйте обновить страницу и повторить операцию."", ""created_at"": ""2026-03-05T04:54:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Проверили — провайдер вернул rejected (битый номер)."", ""created_at"": ""2026-03-05T08:53:46"", ""is_internal"": false}, {""author_role"": ""external_user"", ""content"": ""Попросили клиента подтвердить номер +7 (800) 138-17-57."", ""created_at"": ""2026-03-05T09:13:46"", ""is_internal"": false}]"
SM-1052,2026-01-19T18:39:46,cancelled,БКИ не отвечает,При запросе истории заёмщика 504 от внешнего сервиса БКИ.,,chatbot,Интеграции,Интеграции,low,manager,,"бки,таймаут",
SM-1053,2025-11-27T02:39:46,resolved,Электронная подпись не принимается,PDF с подписью банка ВТБ отклоняется системой.,2025-11-27T22:39:46,other,Документы,Документы,,external_user,support_l1,"подпись,сертификат",
SM-1054,2026-02-24T16:39:46,resolved,Не сохраняется анкета,При сохранении формы скоринга ошибка «формат суммы».,2026-02-25T20:39:46,other,Скоринг,Скоринг,normal,support_l1,support_l1,"форма,валидация","[{""author_role"": ""external_user"", ""content"": ""При сохранении формы скоринга ошибка «формат суммы»."", ""created_at"": ""2026-02-24T16:39:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Здравствуйте! Подскажите, пожалуйста, текст ошибки и шаги воспроизведения."", ""created_at"": ""2026-02-24T17:03:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""В поле «Доход» был запятой вместо точки. Объяснили формат."", ""created_at"": ""2026-02-24T17:59:46"", ""is_internal"": false}]"
SM-1055,2025-12-09T12:39:46,cancelled,Не отображается история обращений клиента,В карточке клиента в АУ-модуле пустая история.,,messenger,Андеррайтинг,Андеррайтинг,,external_user,,"кэш,история",
SM-1056,2026-02-08T04:39:46,closed,Скоринг возвращает другой балл,Один и тот же клиент даёт разный балл при пересчёте.,2026-02-08T18:39:46,sm,Скоринг,Скоринг,high,operator,L2_analyst,баг,
SM-1057,2026-04-18T23:39:46,resolved,Зависает страница скоринга,"После клика «Рассчитать» страница висит ~30 сек, потом 500.",2026-04-20T18:39:46,other,Скоринг,Скоринг,critical,underwriter,L2_dev,"зависание,скоринг",
SM-1058,2025-12-06T07:39:46,resolved,Сканированный документ не распознаётся,При загрузке сканированной справки 2-НДФЛ ошибка «нет OCR».,2025-12-06T16:39:46,other,Документы,Документы,high,underwriter,infrastructure,"ocr,сканер","[{""author_role"": ""external_user"", ""content"": ""При загрузке сканированной справки 2-НДФЛ ошибка «нет OCR»."", ""created_at"": ""2025-12-06T07:39:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Спасибо за обращение. Уточните, в каком браузере возникла ошибка?"", ""created_at"": ""2025-12-06T08:57:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Объяснили, что нужен PDF с текстовым слоем."", ""created_at"": ""2025-12-06T09:54:46"", ""is_internal"": false}, {""author_role"": ""external_user"", ""content"": ""Передали клиенту ссылку на онлайн-OCR."", ""created_at"": ""2025-12-06T12:54:46"", ""is_internal"": false}]"
SM-1059,2026-01-14T20:39:46,resolved,Не отправляется решение клиенту,Кнопка «Отправить» возвращает 500 при отправке решения.,2026-01-16T22:39:46,other,Решение,Решение,critical,operator,support_l2,"отправка,решение","[{""author_role"": ""external_user"", ""content"": ""Кнопка «Отправить» возвращает 500 при отправке решения."", ""created_at"": ""2026-01-14T20:39:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Здравствуйте! Подскажите, пожалуйста, текст ошибки и шаги воспроизведения."", ""created_at"": ""2026-01-14T22:06:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Истёк сертификат email-шлюза."", ""created_at"": ""2026-01-15T01:48:46"", ""is_internal"": false}, {""author_role"": ""external_user"", ""content"": ""Обновили — заработало."", ""created_at"": ""2026-01-15T05:17:46"", ""is_internal"": false}]"
SM-1060,2026-03-24T20:39:46,resolved,Где посмотреть статус заявки,"Оператор спрашивает, где смотреть статус заявки ЗПК-57912262.",2026-03-25T22:39:46,sm,Решение,Решение,critical,manager,support_l2,статус,"[{""author_role"": ""external_user"", ""content"": ""Оператор спрашивает, где смотреть статус заявки ЗПК-57912262."", ""created_at"": ""2026-03-24T20:39:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Спасибо за обращение. Уточните, в каком браузере возникла ошибка?"", ""created_at"": ""2026-03-24T21:31:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""В карточке на странице «Решение», поле «Статус»."", ""created_at"": ""2026-03-25T01:28:46"", ""is_internal"": false}]"
SM-1061,2026-04-22T22:39:46,resolved,Не отправляется уведомление по СМС,Клиент не получил СМС об одобрении заявки ЗПК-69849800.,2026-04-25T05:39:46,other,Интеграции,Интеграции,,manager,infrastructure,"смс,уведомления","[{""author_role"": ""external_user"", ""content"": ""Клиент не получил СМС об одобрении заявки ЗПК-69849800."", ""created_at"": ""2026-04-22T22:39:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Спасибо за обращение. Уточните, в каком браузере возникла ошибка?"", ""created_at"": ""2026-04-22T23:40:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Проверили — провайдер вернул rejected (битый номер)."", ""created_at"": ""2026-04-23T01:44:46"", ""is_internal"": false}, {""author_role"": ""external_user"", ""content"": ""Попросили клиента подтвердить номер +7 (499) 428-23-20."", ""created_at"": ""2026-04-23T02:04:46"", ""is_internal"": false}]"
SM-1062,2025-12-02T09:39:46,resolved,Зависает страница скоринга,"После клика «Рассчитать» страница висит ~30 сек, потом 500.",2025-12-04T08:39:46,email,Скоринг,Скоринг,high,support_l1,L2_dev,"зависание,скоринг","[{""author_role"": ""external_user"", ""content"": ""После клика «Рассчитать» страница висит ~30 сек, потом 500."", ""created_at"": ""2025-12-02T09:39:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Спасибо за обращение. Уточните, в каком браузере возникла ошибка?"", ""created_at"": ""2025-12-02T10:41:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Истёк токен сессии."", ""created_at"": ""2025-12-02T12:26:46"", ""is_internal"": false}, {""author_role"": ""external_user"", ""content"": ""Попросили клиента перелогиниться — помогло."", ""created_at"": ""2025-12-02T14:29:46"", ""is_internal"": false}]"
SM-1063,2026-03-28T06:39:46,resolved,Не загружается выписка PDF,"Клиент Морозова Мария Сергеевна (тел. +7 (499) 820-67-37) пытается загрузить выписку PDF 6 МБ, получает ошибку валидации.",2026-03-31T01:39:46,chatbot,Документы,Документы,low,external_user,infrastructure,"загрузка,выписка,pdf","[{""author_role"": ""external_user"", ""content"": ""Клиент Морозова Мария Сергеевна (тел. +7 (499) 820-67-37) пытается загрузить выписку PDF 6 МБ, получает ошибку валидации."", ""created_at"": ""2026-03-28T06:39:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Здравствуйте! Подскажите, пожалуйста, текст ошибки и шаги воспроизведения."", ""created_at"": ""2026-03-28T07:40:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Уточнили размер файла — 6 МБ, превышает лимит 5 МБ."", ""created_at"": ""2026-03-28T11:17:46"", ""is_internal"": false}, {""author_role"": ""external_user"", ""content"": ""Попросили клиента сжать PDF."", ""created_at"": ""2026-03-28T14:21:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Получили новый файл 3 МБ, загрузился успешно."", ""created_at"": ""2026-03-28T18:07:46"", ""is_internal"": false}]"
SM-1064,2025-11-16T01:39:46,in_progress,Зависает страница скоринга,"После клика «Рассчитать» страница висит ~30 сек, потом 500.",,phone,Скоринг,Скоринг,low,underwriter,,"зависание,скоринг",
SM-1065,2026-01-30T03:39:46,closed,Запрос на расширение прав,Запрос прав на просмотр модуля Андеррайтинг для Соколова Мария Алексеевна.,2026-01-30T13:39:46,chatbot,Доступ,Общее,high,operator,L2_dev,доступ,
SM-1066,2026-03-11T15:39:46,open,Интеграция с ФНС падает,Сервис проверки ИНН возвращает 500.,,other,Интеграции,Интеграции,,manager,,"фнс,интеграции",
SM-1067,2025-12-01T03:39:46,resolved,БКИ не отвечает,При запросе истории заёмщика 504 от внешнего сервиса БКИ.,2025-12-02T13:39:46,sm,Интеграции,Интеграции,critical,operator,L2_dev,"бки,таймаут","[{""author_role"": ""external_user"", ""content"": ""При запросе истории заёмщика 504 от внешнего сервиса БКИ."", ""created_at"": ""2025-12-01T03:39:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Принято в работу. Попробуйте обновить страницу и повторить операцию."", ""created_at"": ""2025-12-01T03:53:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Внешний таймаут — повторили через 5 минут, прошло."", ""created_at"": ""2025-12-01T04:18:46"", ""is_internal"": false}, {""author_role"": ""external_user"", ""content"": ""Если повторяется — эскалация на инфраструктуру."", ""created_at"": ""2025-12-01T05:08:46"", ""is_internal"": false}]"
SM-1068,2026-02-15T09:39:46,resolved,Скоринг возвращает другой балл,Один и тот же клиент даёт разный балл при пересчёте.,2026-02-16T02:39:46,sm,Скоринг,Скоринг,normal,manager,infrastructure,баг,
SM-1069,2026-01-03T07:39:46,closed,Сканированный документ не распознаётся,При загрузке сканированной справки 2-НДФЛ ошибка «нет OCR».,2026-01-05T23:39:46,phone,Документы,Документы,low,support_l1,support_l2,"ocr,сканер","[{""author_role"": ""external_user"", ""content"": ""При загрузке сканированной справки 2-НДФЛ ошибка «нет OCR»."", ""created_at"": ""2026-01-03T07:39:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Принято в работу. Попробуйте обновить страницу и повторить операцию."", ""created_at"": ""2026-01-03T09:07:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Объяснили, что нужен PDF с текстовым слоем."", ""created_at"": ""2026-01-03T11:17:46"", ""is_internal"": false}, {""author_role"": ""external_user"", ""content"": ""Передали клиенту ссылку на онлайн-OCR."", ""created_at"": ""2026-01-03T12:40:46"", ""is_internal"": false}]"
SM-1070,2026-02-01T20:39:46,resolved,Ошибка при выгрузке отчёта по заявкам,При экспорте за месяц Excel падает с ошибкой.,2026-02-04T20:39:46,chatbot,Андеррайтинг,Андеррайтинг,normal,external_user,infrastructure,"отчёт,экспорт",
SM-1071,2026-02-18T06:39:46,resolved,Не загружается выписка PDF,"Клиент Волкова Ольга Петровна (тел. +7 (499) 727-50-30) пытается загрузить выписку PDF 12 МБ, получает ошибку валидации.",2026-02-21T01:39:46,chatbot,Документы,Документы,low,support_l1,infrastructure,"загрузка,выписка,pdf","[{""author_role"": ""external_user"", ""content"": ""Клиент Волкова Ольга Петровна (тел. +7 (499) 727-50-30) пытается загрузить выписку PDF 12 МБ, получает ошибку валидации."", ""created_at"": ""2026-02-18T06:39:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Спасибо за обращение. Уточните, в каком браузере возникла ошибка?"", ""created_at"": ""2026-02-18T07:56:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Уточнили размер файла — 12 МБ, превышает лимит 5 МБ."", ""created_at"": ""2026-02-18T10:07:46"", ""is_internal"": false}, {""author_role"": ""external_user"", ""content"": ""Попросили клиента сжать PDF."", ""created_at"": ""2026-02-18T13:45:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Получили новый файл 3 МБ, загрузился успешно."", ""created_at"": ""2026-02-18T13:59:46"", ""is_internal"": false}]"
SM-1072,2026-03-08T01:39:46,closed,Договор не подписывается,"Кнопка подписать не реагирует, в консоли ошибка X-Frame.",2026-03-09T07:39:46,sm,Подписание,Подписание,critical,underwriter,support_l2,подписание,"[{""author_role"": ""external_user"", ""content"": ""Кнопка подписать не реагирует, в консоли ошибка X-Frame."", ""created_at"": ""2026-03-08T01:39:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Принято в работу. Попробуйте обновить страницу и повторить операцию."", ""created_at"": ""2026-03-08T02:36:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""В браузере был блокировщик iframe — отключили — помогло."", ""created_at"": ""2026-03-08T03:38:46"", ""is_internal"": false}]"
SM-1073,2026-02-07T11:39:46,closed,Не отправляется уведомление по СМС,Клиент не получил СМС об одобрении заявки APP-43087238.,2026-02-08T10:39:46,other,Интеграции,Интеграции,high,support_l1,L2_dev,"смс,уведомления","[{""author_role"": ""external_user"", ""content"": ""Клиент не получил СМС об одобрении заявки APP-43087238."", ""created_at"": ""2026-02-07T11:39:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Спасибо за обращение. Уточните, в каком браузере возникла ошибка?"", ""created_at"": ""2026-02-07T12:22:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Проверили — провайдер вернул rejected (битый номер)."", ""created_at"": ""2026-02-07T15:32:46"", ""is_internal"": false}, {""author_role"": ""external_user"", ""content"": ""Попросили клиента подтвердить номер +7 (499) 792-97-92."", ""created_at"": ""2026-02-07T16:35:46"", ""is_internal"": false}]"
SM-1074,2025-12-19T00:39:46,resolved,Сертификат подписи просрочен,"При попытке подписи сертификат не принимается, дата истекла.",2025-12-21T22:39:46,other,Подписание,Подписание,low,external_user,infrastructure,сертификат,"[{""author_role"": ""external_user"", ""content"": ""При попытке подписи сертификат не принимается, дата истекла."", ""created_at"": ""2025-12-19T00:39:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Спасибо за обращение. Уточните, в каком браузере возникла ошибка?"", ""created_at"": ""2025-12-19T01:52:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Объяснили клиенту, что нужен новый сертификат через УЦ."", ""created_at"": ""2025-12-19T04:25:46"", ""is_internal"": false}]"
SM-1075,2026-05-01T18:39:46,closed,Сканированный документ не распознаётся,При загрузке сканированной справки 2-НДФЛ ошибка «нет OCR».,2026-05-03T23:39:46,other,Документы,Документы,low,operator,L2_analyst,"ocr,сканер","[{""author_role"": ""external_user"", ""content"": ""При загрузке сканированной справки 2-НДФЛ ошибка «нет OCR»."", ""created_at"": ""2026-05-01T18:39:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Здравствуйте! Подскажите, пожалуйста, текст ошибки и шаги воспроизведения."", ""created_at"": ""2026-05-01T19:57:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Объяснили, что нужен PDF с текстовым слоем."", ""created_at"": ""2026-05-01T22:23:46"", ""is_internal"": false}]"
SM-1076,2026-02-02T06:39:46,cancelled,Не загружается выписка PDF,"Клиент Васильева Иван Ивановна (тел. +7 (499) 681-87-23) пытается загрузить выписку PDF 10 МБ, получает ошибку валидации.",,messenger,Документы,Документы,,support_l1,,"загрузка,выписка,pdf",
SM-1077,2026-01-17T01:39:46,resolved,Где посмотреть статус заявки,"Оператор спрашивает, где смотреть статус заявки КЗ-54013571.",2026-01-18T10:39:46,chatbot,Решение,Решение,,underwriter,L2_dev,статус,"[{""author_role"": ""external_user"", ""content"": ""Оператор спрашивает, где смотреть статус заявки КЗ-54013571."", ""created_at"": ""2026-01-17T01:39:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Здравствуйте! Подскажите, пожалуйста, текст ошибки и шаги воспроизведения."", ""created_at"": ""2026-01-17T02:07:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""В карточке на странице «Решение», поле «Статус»."", ""created_at"": ""2026-01-17T04:19:46"", ""is_internal"": false}]"
SM-1078,2026-02-26T03:39:46,cancelled,Не сохраняется анкета,При сохранении формы скоринга ошибка «формат суммы».,,other,Скоринг,Скоринг,,manager,,"форма,валидация",
SM-1079,2026-01-17T22:39:46,closed,Сканированный документ не распознаётся,При загрузке сканированной справки 2-НДФЛ ошибка «нет OCR».,2026-01-19T22:39:46,phone,Документы,Документы,,operator,infrastructure,"ocr,сканер","[{""author_role"": ""external_user"", ""content"": ""При загрузке сканированной справки 2-НДФЛ ошибка «нет OCR»."", ""created_at"": ""2026-01-17T22:39:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Здравствуйте! Подскажите, пожалуйста, текст ошибки и шаги воспроизведения."", ""created_at"": ""2026-01-17T23:56:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Объяснили, что нужен PDF с текстовым слоем."", ""created_at"": ""2026-01-18T00:21:46"", ""is_internal"": false}, {""author_role"": ""external_user"", ""content"": ""Передали клиенту ссылку на онлайн-OCR."", ""created_at"": ""2026-01-18T04:03:46"", ""is_internal"": false}]"
SM-1080,2026-03-22T23:39:46,resolved,Электронная подпись не принимается,PDF с подписью банка ВТБ отклоняется системой.,2026-03-25T14:39:46,email,Документы,Документы,low,underwriter,L2_analyst,"подпись,сертификат",
SM-1081,2026-04-27T06:39:46,cancelled,Не загружается выписка PDF,"Клиент Михайлова Сергей Петровна (тел. +7 (800) 483-58-67) пытается загрузить выписку PDF 7 МБ, получает ошибку валидации.",,chatbot,Документы,Документы,critical,external_user,,"загрузка,выписка,pdf",
SM-1082,2026-02-27T07:39:46,open,Как сбросить пароль пользователю системы,Оператор Морозов Елена Дмитриевич забыл пароль от админки. Email — михаил355@gmail.com.,,email,Доступ,Общее,low,underwriter,,"доступ,пароль","[{""author_role"": ""external_user"", ""content"": ""Оператор Морозов Елена Дмитриевич забыл пароль от админки. Email — михаил355@gmail.com."", ""created_at"": ""2026-02-27T07:39:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Спасибо за обращение. Уточните, в каком браузере возникла ошибка?"", ""created_at"": ""2026-02-27T09:08:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Сбросили через админку, временный пароль отправили на михаил355@gmail.com."", ""created_at"": ""2026-02-27T11:55:46"", ""is_internal"": false}]"
SM-1083,2026-05-02T14:39:46,in_progress,Скоринг возвращает другой балл,Один и тот же клиент даёт разный балл при пересчёте.,,other,Скоринг,Скоринг,,operator,,баг,
SM-1084,2026-03-05T20:39:46,resolved,Сканированный документ не распознаётся,При загрузке сканированной справки 2-НДФЛ ошибка «нет OCR».,2026-03-08T20:39:46,messenger,Документы,Документы,normal,support_l1,support_l1,"ocr,сканер","[{""author_role"": ""external_user"", ""content"": ""При загрузке сканированной справки 2-НДФЛ ошибка «нет OCR»."", ""created_at"": ""2026-03-05T20:39:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Принято в работу. Попробуйте обновить страницу и повторить операцию."", ""created_at"": ""2026-03-05T21:07:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Объяснили, что нужен PDF с текстовым слоем."", ""created_at"": ""2026-03-05T23:18:46"", ""is_internal"": false}, {""author_role"": ""external_user"", ""content"": ""Передали клиенту ссылку на онлайн-OCR."", ""created_at"": ""2026-03-06T00:29:46"", ""is_internal"": false}]"
SM-1085,2026-03-10T15:39:46,resolved,Как сбросить пароль пользователю системы,Оператор Новиков Дмитрий Иванович забыл пароль от админки. Email — андрей618@mail.ru.,2026-03-12T10:39:46,email,Доступ,Общее,normal,underwriter,L2_analyst,"доступ,пароль","[{""author_role"": ""external_user"", ""content"": ""Оператор Новиков Дмитрий Иванович забыл пароль от админки. Email — андрей618@mail.ru."", ""created_at"": ""2026-03-10T15:39:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Спасибо за обращение. Уточните, в каком браузере возникла ошибка?"", ""created_at"": ""2026-03-10T16:10:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Сбросили через админку, временный пароль отправили на андрей618@mail.ru."", ""created_at"": ""2026-03-10T17:37:46"", ""is_internal"": false}]"
SM-1086,2026-03-14T04:39:46,resolved,Не отображается история обращений клиента,В карточке клиента в АУ-модуле пустая история.,2026-03-15T22:39:46,messenger,Андеррайтинг,Андеррайтинг,critical,underwriter,infrastructure,"кэш,история",
SM-1087,2025-12-16T03:39:46,resolved,Не отображается история обращений клиента,В карточке клиента в АУ-модуле пустая история.,2025-12-18T09:39:46,other,Андеррайтинг,Андеррайтинг,normal,external_user,support_l1,"кэш,история","[{""author_role"": ""external_user"", ""content"": ""В карточке клиента в АУ-модуле пустая история."", ""created_at"": ""2025-12-16T03:39:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Здравствуйте! Подскажите, пожалуйста, текст ошибки и шаги воспроизведения."", ""created_at"": ""2025-12-16T04:29:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Кэш на стороне приложения. Нажали «Обновить» — данные пришли."", ""created_at"": ""2025-12-16T05:14:46"", ""is_internal"": false}]"
SM-1088,2025-11-24T20:39:46,cancelled,Не отправляется решение клиенту,Кнопка «Отправить» возвращает 500 при отправке решения.,,other,Решение,Решение,low,external_user,,"отправка,решение",
SM-1089,2026-03-02T21:39:46,closed,Дубль документа в карточке,В карточке заявки ЗПК-45879718 два одинаковых PDF выписки.,2026-03-05T14:39:46,other,Документы,Документы,low,underwriter,support_l1,дубль,"[{""author_role"": ""external_user"", ""content"": ""В карточке заявки ЗПК-45879718 два одинаковых PDF выписки."", ""created_at"": ""2026-03-02T21:39:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Спасибо за обращение. Уточните, в каком браузере возникла ошибка?"", ""created_at"": ""2026-03-02T22:35:46"", ""is_internal"": false}, {""author_role"": ""support_l1"", ""content"": ""Удалили дубль через админку."", ""created_at"": ""2026-03-03T01:09:46"", ""is_internal"": false}, {""author_role"": ""external_user"", ""content"": ""Подтвердили клиенту через email алексей635@yandex.ru."", ""created_at"": ""2026-03-03T02:21:46"", ""is_internal"": false}]"
SM-1090,2026-05-11T23:39:46,resolved,Не сохраняется анкета,При сохранении формы скоринга ошибка «формат суммы».,2026-05-12T21:39:46,email,Скоринг,Скоринг,high,underwriter,support_l2,"форма,валидация",
SM-1091,2026-02-27T16:39:46,cancelled,Где посмотреть статус заявки,"Оператор спрашивает, где смотреть статус заявки APP-23111164.",,chatbot,Решение,Решение,critical,manager,,статус,
